age,bmi,sex,shoulder_width,hip_width,height_ratio,waist_ratio,volume_indicator,waist_prominence,body_fat_percentage,category
39,21.7,0,0.3329,0.3309,0.9859,0.5271,0.1418,0.0067,21.2,Fitness - Feminino
50,21.95,0,0.3775,0.3736,0.9743,0.494,0.1661,0.0013,23.8,Fitness - Feminino
26,22.56,0,0.3335,0.3402,0.8701,0.5193,0.1289,-0.0037,21.7,Fitness - Feminino
34,22.01,0,0.3417,0.3561,1.0454,0.5188,0.1435,0.0024,22.1,Fitness - Feminino
42,21.33,0,0.3467,0.381,0.8706,0.5178,0.1878,0.003,22.9,Fitness - Feminino
31,21.16,0,0.3266,0.3405,0.8518,0.5339,0.1293,0.0031,21.6,Fitness - Feminino
20,23.33,0,0.3677,0.3666,0.9622,0.5423,0.1743,0.0078,22.7,Fitness - Feminino
61,22.6,0,0.3792,0.3857,0.8637,0.5592,0.1643,0.0034,26.1,Fitness - Feminino
64,21.51,0,0.3464,0.3494,0.9982,0.5289,0.1283,0.0033,24.3,Fitness - Feminino
28,22.8,0,0.3717,0.408,0.8928,0.5556,0.1653,0.0065,23.4,Fitness - Feminino
23,22.79,0,0.3528,0.3875,0.944,0.5034,0.1257,0.0011,21.6,Fitness - Feminino
43,21.77,0,0.3365,0.3354,0.9116,0.5362,0.1547,0.0049,22.7,Fitness - Feminino
55,21.87,0,0.3338,0.3531,0.9729,0.5528,0.1392,0.0059,24.0,Fitness - Feminino
39,23.04,0,0.352,0.3587,1.0314,0.5486,0.1463,0.003,23.4,Fitness - Feminino
25,23.68,0,0.3832,0.4091,0.8725,0.5575,0.1298,0.0005,23.4,Fitness - Feminino
46,23.74,0,0.3351,0.3435,1.0086,0.529,0.189,0.0005,24.8,Fitness - Feminino
41,21.45,0,0.385,0.3747,1.008,0.5059,0.1439,0.0001,23.7,Fitness - Feminino
26,21.19,0,0.3964,0.4061,0.9287,0.5533,0.1836,0.005,20.6,Fitness - Feminino
27,22.45,0,0.3706,0.3549,0.9717,0.4916,0.1525,-0.0015,23.4,Fitness - Feminino
41,21.46,0,0.3948,0.4265,1.0229,0.5449,0.1494,0.0001,21.8,Fitness - Feminino
38,23.08,0,0.3592,0.3658,0.8911,0.5521,0.1419,0.0042,27.1,Fitness - Feminino
45,23.27,0,0.3296,0.3496,0.8757,0.5503,0.1677,0.0057,26.0,Fitness - Feminino
29,22.15,0,0.3795,0.3906,0.9322,0.528,0.1309,-0.002,21.6,Fitness - Feminino
53,21.81,0,0.3296,0.3192,0.9631,0.4952,0.1331,0.006,23.5,Fitness - Feminino
29,21.81,0,0.3825,0.3844,1.0456,0.4914,0.1271,0.001,19.4,Fitness - Feminino
42,22.3,0,0.3645,0.3746,1.0218,0.5333,0.1386,-0.002,24.7,Fitness - Feminino
24,22.96,0,0.3964,0.4053,0.9163,0.4839,0.1821,-0.0047,22.3,Fitness - Feminino
23,21.54,0,0.3693,0.3594,0.9653,0.5012,0.1291,-0.0026,18.8,Fitness - Feminino
54,23.48,0,0.3212,0.3445,0.9101,0.5356,0.1416,0.004,25.3,Fitness - Feminino
50,21.45,0,0.381,0.4185,1.0056,0.5175,0.1497,-0.0005,21.0,Fitness - Feminino
23,21.89,0,0.3563,0.3498,0.8904,0.5276,0.1444,0.0061,19.0,Fitness - Feminino
58,23.58,0,0.3418,0.3292,1.016,0.5345,0.1445,0.0014,24.0,Fitness - Feminino
33,23.56,0,0.3605,0.3879,0.9664,0.4813,0.152,0.0001,23.4,Fitness - Feminino
37,21.97,0,0.3439,0.3591,1.0143,0.536,0.1266,0.0053,21.4,Fitness - Feminino
60,22.54,0,0.3501,0.3841,0.9831,0.5445,0.1212,0.0053,24.4,Fitness - Feminino
62,23.87,0,0.3438,0.3452,1.0478,0.4864,0.1482,-0.004,23.9,Fitness - Feminino
33,23.35,0,0.3874,0.4057,0.9308,0.5589,0.1498,0.0028,23.9,Fitness - Feminino
35,21.05,0,0.3465,0.3788,0.9166,0.5463,0.1886,0.0004,21.3,Fitness - Feminino
47,22.7,0,0.3404,0.328,0.8657,0.492,0.1606,0.0043,26.1,Fitness - Feminino
49,22.28,0,0.3576,0.3408,0.9967,0.5037,0.1491,-0.0007,24.4,Fitness - Feminino
38,22.25,0,0.3746,0.3917,1.0263,0.5032,0.1664,0.0031,26.6,Fitness - Feminino
51,22.76,0,0.3733,0.4051,0.907,0.5106,0.1488,0.0049,25.3,Fitness - Feminino
55,23.7,0,0.3297,0.3427,0.919,0.4904,0.1877,0.0002,26.0,Fitness - Feminino
44,21.1,0,0.3926,0.3772,0.9769,0.5257,0.1267,0.0058,21.5,Fitness - Feminino
20,23.05,0,0.351,0.3559,0.8651,0.5558,0.1702,0.0053,24.4,Fitness - Feminino
55,21.09,0,0.3581,0.3655,0.9277,0.5151,0.1587,-0.0032,23.4,Fitness - Feminino
57,23.46,0,0.328,0.348,0.9912,0.5224,0.1619,0.0015,25.9,Fitness - Feminino
57,23.96,0,0.3788,0.4087,1.0381,0.4865,0.1295,0.0014,24.2,Fitness - Feminino
59,21.61,0,0.3263,0.324,0.9144,0.4877,0.1228,0.0077,22.9,Fitness - Feminino
37,22.69,0,0.3849,0.3894,0.9993,0.523,0.1703,0.0045,23.3,Fitness - Feminino
19,22.21,0,0.3396,0.3662,0.9666,0.5018,0.1311,-0.0006,20.7,Fitness - Feminino
50,21.21,0,0.3521,0.3725,1.0252,0.5554,0.1795,-0.0006,23.5,Fitness - Feminino
60,22.31,0,0.3457,0.3338,0.8644,0.5157,0.1443,0.0034,26.1,Fitness - Feminino
55,21.28,0,0.3321,0.3594,0.8834,0.5104,0.1804,0.0054,24.9,Fitness - Feminino
52,21.67,0,0.3937,0.4118,0.8846,0.5398,0.1478,0.0037,21.2,Fitness - Feminino
61,23.05,0,0.3778,0.3937,0.8802,0.5273,0.1714,0.0067,26.7,Fitness - Feminino
45,23.51,0,0.3777,0.3668,1.0254,0.491,0.1542,0.0031,24.2,Fitness - Feminino
57,21.54,0,0.3712,0.377,0.8685,0.484,0.1627,-0.005,22.3,Fitness - Feminino
46,23.75,0,0.3268,0.3547,1.0314,0.5395,0.1698,0.0036,24.4,Fitness - Feminino
20,23.09,0,0.3374,0.3404,0.9619,0.5387,0.1285,0.0013,20.4,Fitness - Feminino
58,23.05,0,0.3939,0.4184,0.9833,0.5007,0.1528,0.0025,24.9,Fitness - Feminino
50,22.75,0,0.38,0.371,0.9244,0.4949,0.1826,-0.0003,24.3,Fitness - Feminino
64,21.08,0,0.3737,0.3925,0.9835,0.5464,0.1761,0.0064,25.6,Fitness - Feminino
18,22.54,0,0.3809,0.3931,0.9755,0.4921,0.1634,0.0061,21.0,Fitness - Feminino
34,23.81,0,0.3856,0.3862,0.8887,0.4929,0.1776,0.0059,25.3,Fitness - Feminino
59,21.6,0,0.3918,0.3802,0.9001,0.554,0.1734,0.0103,26.2,Fitness - Feminino
32,22.63,0,0.3617,0.3966,0.8825,0.5353,0.1687,0.0085,23.0,Fitness - Feminino
24,22.8,0,0.3739,0.3796,0.9617,0.5131,0.1867,0.0016,24.2,Fitness - Feminino
62,21.17,0,0.3917,0.3785,0.9446,0.5395,0.1736,0.0043,23.6,Fitness - Feminino
62,23.25,0,0.3969,0.4025,0.9525,0.5274,0.1408,0.003,25.5,Fitness - Feminino
40,21.44,0,0.3835,0.3988,0.8701,0.4971,0.1404,-0.0018,20.1,Fitness - Feminino
36,23.84,0,0.3935,0.3975,0.8885,0.5099,0.1492,0.0046,21.8,Fitness - Feminino
27,21.81,0,0.3323,0.3395,0.9575,0.4992,0.1824,0.0027,21.3,Fitness - Feminino
64,22.48,0,0.3653,0.363,0.8735,0.5336,0.1289,-0.0009,23.7,Fitness - Feminino
35,22.96,0,0.3617,0.3859,0.918,0.5067,0.1872,-0.006,23.5,Fitness - Feminino
20,21.54,0,0.3337,0.3653,0.9554,0.5463,0.1498,0.004,18.8,Fitness - Feminino
37,22.66,0,0.3843,0.397,0.9477,0.5333,0.1583,0.005,23.4,Fitness - Feminino
27,21.34,0,0.3772,0.3859,0.9351,0.4864,0.1726,-0.0059,21.6,Fitness - Feminino
18,22.28,0,0.385,0.4112,1.028,0.5499,0.1821,0.0084,24.2,Fitness - Feminino
29,22.66,0,0.3871,0.3896,0.9564,0.5034,0.1482,-0.0011,22.2,Fitness - Feminino
46,23.83,0,0.3543,0.3556,0.9381,0.5497,0.1349,0.006,24.0,Fitness - Feminino
44,22.56,0,0.3643,0.3501,0.9072,0.506,0.1595,0.0021,25.2,Fitness - Feminino
22,22.1,0,0.3739,0.3562,1.0011,0.4845,0.1319,-0.0029,19.7,Fitness - Feminino
58,21.8,0,0.3683,0.3516,0.8738,0.5464,0.1687,-0.0001,23.6,Fitness - Feminino
24,21.94,0,0.3999,0.3801,0.8555,0.5365,0.1881,0.0023,21.7,Fitness - Feminino
35,23.47,0,0.3977,0.4305,1.0391,0.5318,0.1295,0.0073,24.9,Fitness - Feminino
46,21.34,0,0.3347,0.3436,0.8687,0.5452,0.1426,0.0053,21.3,Fitness - Feminino
42,23.76,0,0.3635,0.3907,0.8723,0.4861,0.1449,0.0033,23.0,Fitness - Feminino
18,23.76,0,0.3235,0.3546,0.8534,0.5552,0.1685,0.0033,24.2,Fitness - Feminino
27,23.84,0,0.3694,0.4061,0.997,0.4955,0.1366,0.0012,22.4,Fitness - Feminino
20,21.65,0,0.3878,0.3998,0.9329,0.5392,0.1327,0.0037,19.9,Fitness - Feminino
48,23.93,0,0.3203,0.3062,0.8902,0.5493,0.1867,0.0056,27.2,Fitness - Feminino
18,21.56,0,0.3459,0.3421,1.0006,0.5344,0.1382,-0.0026,18.1,Fitness - Feminino
35,22.1,0,0.3963,0.4264,0.9352,0.5308,0.1779,0.0086,23.0,Fitness - Feminino
32,22.93,0,0.3938,0.4075,0.9159,0.5468,0.1305,0.001,23.1,Fitness - Feminino
36,21.42,0,0.3431,0.3359,1.0448,0.5269,0.1392,0.0052,20.4,Fitness - Feminino
35,22.08,0,0.3415,0.3516,1.0265,0.5419,0.1261,0.0039,20.6,Fitness - Feminino
53,23.83,0,0.3403,0.3415,0.8883,0.5017,0.1885,0.0039,24.7,Fitness - Feminino
32,23.57,0,0.3806,0.3957,0.9049,0.5038,0.1777,-0.0011,22.4,Fitness - Feminino
37,21.76,0,0.3364,0.3348,0.8902,0.4936,0.1274,-0.0007,18.2,Fitness - Feminino
49,23.32,0,0.327,0.3342,0.9957,0.5252,0.1785,0.0021,25.0,Fitness - Feminino
31,22.7,0,0.3235,0.3105,0.9604,0.5234,0.1871,0.0042,22.5,Fitness - Feminino
56,21.31,0,0.3878,0.3903,0.9648,0.4937,0.1807,0.0027,23.9,Fitness - Feminino
22,21.08,0,0.329,0.3484,1.0389,0.5323,0.1897,0.0006,20.5,Fitness - Feminino
40,22.83,0,0.3547,0.3414,0.8704,0.5338,0.1847,0.0013,25.4,Fitness - Feminino
23,22.41,0,0.3674,0.379,0.8698,0.49,0.184,0.0008,21.7,Fitness - Feminino
62,21.96,0,0.3649,0.3828,1.0167,0.523,0.1836,0.0028,24.1,Fitness - Feminino
46,23.18,0,0.3576,0.3448,0.8592,0.5387,0.173,-0.0018,23.4,Fitness - Feminino
43,21.33,0,0.3515,0.386,0.9362,0.5543,0.1435,0.0039,22.1,Fitness - Feminino
55,21.92,0,0.3997,0.4102,0.919,0.4858,0.1598,0.0036,24.2,Fitness - Feminino
55,21.56,0,0.3376,0.3536,1.0309,0.5045,0.1551,0.002,22.5,Fitness - Feminino
44,21.26,0,0.3732,0.4015,0.9221,0.4936,0.1333,-0.0052,20.5,Fitness - Feminino
25,22.28,0,0.34,0.3389,1.02,0.4895,0.181,0.0019,21.3,Fitness - Feminino
59,22.81,0,0.339,0.3573,1.045,0.5462,0.1217,0.0052,25.6,Fitness - Feminino
26,23.89,0,0.3471,0.3525,0.9765,0.5223,0.1207,-0.0008,19.4,Fitness - Feminino
44,21.36,0,0.3896,0.4225,1.0172,0.5206,0.1421,0.0022,22.1,Fitness - Feminino
48,21.14,0,0.3774,0.3914,1.0417,0.4949,0.1723,0.0042,22.1,Fitness - Feminino
46,21.06,0,0.3975,0.3859,0.9337,0.5234,0.189,0.0082,22.2,Fitness - Feminino
28,23.55,0,0.3817,0.3663,0.9742,0.5232,0.1684,0.0057,23.1,Fitness - Feminino
31,21.71,0,0.3798,0.3861,1.039,0.5442,0.1704,0.0038,21.2,Fitness - Feminino
43,23.47,0,0.3871,0.3859,0.964,0.485,0.1657,-0.0006,24.6,Fitness - Feminino
55,22.95,0,0.3633,0.3956,1.0364,0.5229,0.1785,0.007,27.3,Fitness - Feminino
38,22.54,0,0.3358,0.3432,1.0275,0.4949,0.1645,-0.0022,23.3,Fitness - Feminino
59,22.7,0,0.324,0.3318,0.9092,0.5071,0.16,0.0074,25.7,Fitness - Feminino
39,21.98,0,0.3347,0.3628,1.0378,0.5167,0.1676,0.001,22.5,Fitness - Feminino
58,23.34,0,0.3652,0.3709,0.958,0.5114,0.145,0.005,24.1,Fitness - Feminino
33,21.59,0,0.3883,0.3749,0.8763,0.5091,0.1667,0.0037,21.7,Fitness - Feminino
22,23.03,0,0.3505,0.3517,0.9245,0.5598,0.1811,0.0015,22.8,Fitness - Feminino
30,21.95,0,0.3829,0.3956,1.0214,0.5322,0.1716,0.0059,23.9,Fitness - Feminino
58,21.7,0,0.3267,0.3182,0.9966,0.5519,0.1879,0.008,26.0,Fitness - Feminino
61,22.29,0,0.3725,0.3948,0.9232,0.5088,0.1811,0.0027,27.3,Fitness - Feminino
50,22.21,0,0.3497,0.3705,0.9321,0.555,0.1707,0.0089,26.8,Fitness - Feminino
45,21.84,0,0.3719,0.4026,0.8868,0.5092,0.1529,-0.001,20.7,Fitness - Feminino
38,23.52,0,0.3257,0.3449,0.9522,0.531,0.1751,-0.0,24.0,Fitness - Feminino
58,23.11,0,0.3752,0.4054,1.0094,0.5404,0.1853,0.0051,25.8,Fitness - Feminino
19,22.04,0,0.3922,0.3888,0.9342,0.4964,0.168,-0.0034,21.7,Fitness - Feminino
62,21.61,0,0.3503,0.372,1.0326,0.5068,0.1745,0.0008,25.8,Fitness - Feminino
49,23.26,0,0.384,0.4021,0.8507,0.5407,0.1638,0.0029,26.7,Fitness - Feminino
60,21.76,0,0.3802,0.3987,0.9662,0.4938,0.1494,-0.0008,21.4,Fitness - Feminino
33,22.59,0,0.4,0.4033,0.9274,0.4842,0.141,-0.0073,23.7,Fitness - Feminino
42,22.51,0,0.3227,0.3542,1.023,0.5501,0.1601,0.0057,25.1,Fitness - Feminino
18,22.74,0,0.355,0.3828,0.8835,0.5593,0.1572,0.0013,24.1,Fitness - Feminino
24,21.8,0,0.3381,0.3545,0.8828,0.537,0.1463,0.0075,19.0,Fitness - Feminino
19,21.17,0,0.3456,0.3387,1.0209,0.5243,0.1667,0.0031,20.9,Fitness - Feminino
37,21.58,0,0.3942,0.3897,0.904,0.5384,0.1232,-0.0015,22.6,Fitness - Feminino
27,22.23,0,0.3865,0.3835,0.9595,0.4903,0.18,0.0037,23.4,Fitness - Feminino
30,21.25,0,0.3512,0.3538,0.9025,0.5138,0.1292,0.0027,20.2,Fitness - Feminino
23,21.13,0,0.3743,0.3883,0.9606,0.5499,0.1237,0.0033,20.1,Fitness - Feminino
20,23.58,0,0.3917,0.3753,0.8783,0.5078,0.1278,0.0046,22.4,Fitness - Feminino
36,22.79,0,0.3681,0.3804,0.9309,0.4873,0.156,-0.0003,22.5,Fitness - Feminino
35,22.29,0,0.3775,0.3933,0.9071,0.4984,0.1377,0.0005,23.6,Fitness - Feminino
29,22.96,0,0.3323,0.3223,0.8909,0.5052,0.1537,0.0014,23.5,Fitness - Feminino
35,23.3,0,0.3685,0.3699,0.8615,0.5087,0.1484,0.0025,22.3,Fitness - Feminino
18,22.92,0,0.3318,0.3341,0.9867,0.4959,0.1531,-0.0004,21.3,Fitness - Feminino
58,21.69,0,0.3291,0.3196,1.0207,0.5509,0.1409,-0.0001,22.6,Fitness - Feminino
43,22.77,0,0.3914,0.4305,0.8863,0.5163,0.1486,0.0002,23.8,Fitness - Feminino
38,21.36,0,0.3764,0.3725,0.8944,0.5549,0.1832,0.0112,25.6,Fitness - Feminino
62,23.02,0,0.369,0.3904,0.9786,0.5181,0.1652,0.0081,27.5,Fitness - Feminino
31,22.56,0,0.3673,0.3791,0.9614,0.5575,0.1301,0.0033,24.3,Fitness - Feminino
40,23.17,0,0.375,0.3828,1.0253,0.4856,0.1741,0.002,23.1,Fitness - Feminino
40,22.33,0,0.3303,0.3446,0.8612,0.4858,0.1721,0.0016,25.7,Fitness - Feminino
19,23.66,0,0.3832,0.3743,0.9646,0.5553,0.1795,0.0044,24.6,Fitness - Feminino
64,23.95,0,0.3996,0.4138,0.9445,0.5189,0.1804,-0.0041,25.1,Fitness - Feminino
22,22.49,0,0.3793,0.3888,0.9449,0.4981,0.129,0.0012,21.9,Fitness - Feminino
32,21.33,0,0.3321,0.3546,0.8744,0.4998,0.1884,-0.0002,22.0,Fitness - Feminino
55,21.57,0,0.3335,0.3424,0.9333,0.5054,0.1349,0.0005,24.0,Fitness - Feminino
63,21.66,0,0.3965,0.4236,0.9948,0.4951,0.1348,-0.0031,21.7,Fitness - Feminino
21,21.56,0,0.3828,0.3952,0.986,0.4908,0.1491,0.0017,18.7,Fitness - Feminino
24,23.82,0,0.337,0.3242,0.9054,0.5055,0.1895,0.0048,23.8,Fitness - Feminino
18,21.75,0,0.3855,0.4111,1.0375,0.5055,0.1302,0.0013,18.4,Fitness - Feminino
42,21.42,0,0.3807,0.3726,0.9636,0.5432,0.1543,0.0041,21.9,Fitness - Feminino
59,23.44,0,0.3286,0.3465,0.8915,0.5005,0.1368,-0.0015,23.2,Fitness - Feminino
55,27.7,0,0.3378,0.3568,0.867,0.5514,0.1784,0.0012,39.1,Média - Feminino
27,26.97,0,0.341,0.3621,1.0455,0.6337,0.225,0.0053,36.7,Média - Feminino
54,26.38,0,0.3302,0.3333,0.9043,0.5512,0.2273,0.0084,37.8,Média - Feminino
59,25.17,0,0.388,0.3867,1.0135,0.5773,0.2227,-0.0016,36.3,Média - Feminino
62,24.49,0,0.3954,0.3882,0.8618,0.6451,0.2174,0.0144,36.4,Média - Feminino
63,26.15,0,0.3737,0.3792,0.8731,0.5687,0.2213,0.0135,40.6,Média - Feminino
49,24.41,0,0.3423,0.3335,0.9353,0.5964,0.209,0.0069,33.3,Média - Feminino
57,24.52,0,0.3277,0.3254,1.0239,0.5956,0.1925,0.0075,34.2,Média - Feminino
52,24.29,0,0.3931,0.4226,0.9008,0.601,0.1909,0.0088,34.4,Média - Feminino
46,25.33,0,0.3826,0.3812,0.9786,0.6299,0.1706,0.0065,39.3,Média - Feminino
60,27.53,0,0.3425,0.3466,0.8779,0.5729,0.1661,0.0046,40.9,Média - Feminino
48,26.03,0,0.3211,0.3149,0.9866,0.5603,0.1703,0.0053,36.9,Média - Feminino
44,27.06,0,0.3509,0.3418,0.8695,0.6224,0.2216,0.0041,37.1,Média - Feminino
41,26.08,0,0.3229,0.3482,0.8962,0.6338,0.1913,0.0111,37.4,Média - Feminino
62,27.39,0,0.3844,0.4076,1.0351,0.608,0.221,0.0125,39.5,Média - Feminino
39,25.79,0,0.3348,0.32,0.8572,0.5548,0.1697,0.0048,34.3,Média - Feminino
23,27.33,0,0.3448,0.3727,0.9174,0.5524,0.202,0.0062,33.8,Média - Feminino
53,26.48,0,0.3275,0.3215,0.8977,0.5929,0.2189,0.0052,37.1,Média - Feminino
49,27.67,0,0.3762,0.3623,0.8734,0.6459,0.1776,0.0109,41.1,Média - Feminino
25,26.86,0,0.3481,0.3449,0.9655,0.6207,0.1564,0.0133,34.9,Média - Feminino
57,27.73,0,0.3748,0.3946,0.8554,0.6085,0.1857,0.0095,39.0,Média - Feminino
39,27.6,0,0.368,0.3679,0.8518,0.6265,0.2217,0.0068,41.0,Média - Feminino
27,24.8,0,0.3753,0.3949,1.0183,0.5897,0.1583,0.0069,32.4,Média - Feminino
18,24.53,0,0.3489,0.3766,0.9349,0.5603,0.1562,0.0008,30.7,Média - Feminino
43,27.66,0,0.3415,0.3551,0.8903,0.5712,0.173,0.0053,39.7,Média - Feminino
40,24.3,0,0.3818,0.3779,0.8917,0.6096,0.1901,0.0069,32.9,Média - Feminino
24,27.78,0,0.3341,0.3471,0.958,0.6452,0.1854,0.0118,40.7,Média - Feminino
59,25.98,0,0.3911,0.3859,0.9649,0.6157,0.1513,0.0118,38.1,Média - Feminino
22,27.07,0,0.3259,0.3189,0.9176,0.5909,0.1919,0.0076,32.7,Média - Feminino
37,24.31,0,0.3464,0.3576,0.8899,0.6135,0.2038,0.0044,34.1,Média - Feminino
63,24.08,0,0.3816,0.4179,0.9529,0.5992,0.2158,0.0076,35.8,Média - Feminino
57,25.89,0,0.3395,0.3495,0.9051,0.6397,0.174,0.0087,36.9,Média - Feminino
32,27.46,0,0.3297,0.3293,0.9626,0.6431,0.1617,0.0133,38.4,Média - Feminino
41,24.75,0,0.3779,0.3916,0.8718,0.5647,0.2276,0.0021,34.4,Média - Feminino
22,24.71,0,0.3756,0.3973,0.9625,0.6457,0.1813,0.0111,32.6,Média - Feminino
18,27.9,0,0.3325,0.333,0.995,0.5935,0.1825,0.0099,35.9,Média - Feminino
20,24.06,0,0.3538,0.3417,1.0376,0.6141,0.1649,0.0074,28.6,Média - Feminino
62,24.18,0,0.3717,0.373,0.9848,0.5852,0.1551,0.0026,36.2,Média - Feminino
43,26.92,0,0.3617,0.3591,0.8997,0.5959,0.1673,0.0117,36.8,Média - Feminino
62,27.04,0,0.3654,0.3663,0.991,0.5809,0.1752,0.0064,37.3,Média - Feminino
44,26.15,0,0.3978,0.4057,1.0353,0.601,0.1917,0.0051,36.0,Média - Feminino
41,24.04,0,0.3866,0.406,0.9832,0.5604,0.2116,0.0073,33.1,Média - Feminino
38,26.8,0,0.3449,0.3726,0.8841,0.6213,0.1556,-0.0019,34.9,Média - Feminino
29,25.41,0,0.3669,0.3528,0.9016,0.553,0.2038,0.0031,36.2,Média - Feminino
60,24.38,0,0.3834,0.3776,1.036,0.6479,0.1792,0.0147,36.2,Média - Feminino
49,27.47,0,0.3279,0.3149,0.8807,0.592,0.1549,0.0106,37.4,Média - Feminino
63,27.06,0,0.3982,0.3924,0.9211,0.6042,0.1678,0.008,36.7,Média - Feminino
63,25.03,0,0.331,0.3425,0.9757,0.5904,0.2061,0.0066,39.8,Média - Feminino
34,27.43,0,0.3752,0.3952,0.991,0.5911,0.2171,0.0072,36.9,Média - Feminino
38,25.28,0,0.334,0.3577,1.0277,0.6205,0.1664,0.0085,34.5,Média - Feminino
26,27.41,0,0.3854,0.4191,0.9096,0.6259,0.1578,0.0124,36.0,Média - Feminino
19,27.8,0,0.338,0.3296,1.017,0.6332,0.1576,0.0143,38.7,Média - Feminino
34,25.43,0,0.3487,0.3413,0.8908,0.5804,0.19,0.0022,34.6,Média - Feminino
60,24.75,0,0.3751,0.394,0.9399,0.6298,0.1955,0.0096,36.3,Média - Feminino
32,26.76,0,0.321,0.3154,0.863,0.636,0.2122,0.0115,36.9,Média - Feminino
27,27.12,0,0.3545,0.3598,0.9496,0.6034,0.2057,0.0042,35.0,Média - Feminino
60,27.57,0,0.3516,0.3685,0.9376,0.5685,0.1664,0.0028,39.8,Média - Feminino
28,27.1,0,0.3967,0.3989,1.0182,0.619,0.2248,0.0117,35.8,Média - Feminino
34,27.46,0,0.331,0.3211,0.8728,0.5911,0.1797,0.0041,34.4,Média - Feminino
32,24.96,0,0.3594,0.3898,0.8881,0.6309,0.2128,0.0072,33.7,Média - Feminino
36,27.93,0,0.3538,0.3809,0.9893,0.621,0.2042,0.0131,41.7,Média - Feminino
64,27.09,0,0.3987,0.3984,1.0253,0.5772,0.1782,0.0052,37.0,Média - Feminino
26,27.37,0,0.3816,0.4176,1.0059,0.629,0.2028,0.0096,36.1,Média - Feminino
49,27.5,0,0.3276,0.3498,0.9409,0.5512,0.1638,0.0025,37.4,Média - Feminino
55,25.97,0,0.3864,0.4155,1.0129,0.6436,0.1969,0.0072,37.5,Média - Feminino
58,26.58,0,0.3208,0.3415,0.8713,0.6236,0.212,0.0093,40.6,Média - Feminino
57,24.47,0,0.3831,0.3944,0.8558,0.5532,0.2119,0.0021,35.1,Média - Feminino
42,24.16,0,0.3288,0.3424,0.9387,0.5579,0.2044,0.0092,33.1,Média - Feminino
58,24.23,0,0.3307,0.3284,0.9486,0.5583,0.2162,0.0072,37.4,Média - Feminino
40,26.53,0,0.3271,0.3596,1.0295,0.6269,0.2066,0.0088,36.9,Média - Feminino
31,24.08,0,0.3724,0.3728,0.9145,0.6419,0.1783,0.0082,34.3,Média - Feminino
59,25.7,0,0.3635,0.3975,1.0273,0.5849,0.182,0.0061,38.4,Média - Feminino
23,24.68,0,0.3682,0.3848,0.8586,0.5671,0.2188,-0.0023,31.7,Média - Feminino
25,28.0,0,0.3925,0.4073,0.893,0.6273,0.1695,0.0048,36.9,Média - Feminino
52,27.56,0,0.3262,0.3493,0.8779,0.555,0.1935,0.0101,40.9,Média - Feminino
38,25.67,0,0.3259,0.3294,0.858,0.5581,0.1949,0.0044,35.1,Média - Feminino
63,27.34,0,0.3396,0.354,0.9137,0.5739,0.1649,0.0017,37.1,Média - Feminino
36,26.71,0,0.3922,0.3755,0.9548,0.5945,0.1777,0.0115,35.8,Média - Feminino
25,24.13,0,0.3344,0.3209,0.9257,0.6407,0.2267,0.0121,33.5,Média - Feminino
45,27.44,0,0.3829,0.4178,1.0254,0.5995,0.1877,0.0067,36.6,Média - Feminino
30,24.83,0,0.3562,0.3663,1.0465,0.5848,0.182,0.0093,31.0,Média - Feminino
50,24.24,0,0.3468,0.3773,0.9807,0.6138,0.197,0.0098,32.3,Média - Feminino
23,25.11,0,0.3339,0.3455,1.0324,0.5835,0.192,0.0094,34.6,Média - Feminino
26,27.87,0,0.3627,0.3804,0.8583,0.6351,0.1706,0.009,35.5,Média - Feminino
59,26.89,0,0.3478,0.3659,0.9026,0.6259,0.1981,0.0053,37.9,Média - Feminino
18,25.71,0,0.3474,0.3475,1.0471,0.5684,0.2253,0.0086,34.4,Média - Feminino
30,26.09,0,0.3712,0.4078,1.0258,0.5631,0.1644,0.0041,34.3,Média - Feminino
31,24.18,0,0.3996,0.4287,0.9611,0.5681,0.1973,0.0058,31.2,Média - Feminino
25,25.94,0,0.3282,0.3267,1.0221,0.5713,0.1593,0.0015,33.7,Média - Feminino
34,24.07,0,0.3611,0.3815,0.9282,0.6268,0.2182,0.0104,36.2,Média - Feminino
51,27.37,0,0.367,0.3861,0.8782,0.6338,0.1676,0.0081,38.2,Média - Feminino
19,25.78,0,0.3296,0.3566,1.0058,0.6016,0.1766,0.0098,32.1,Média - Feminino
30,24.76,0,0.3451,0.3405,1.0004,0.5815,0.191,0.0076,31.1,Média - Feminino
51,24.07,0,0.3594,0.376,0.9328,0.5875,0.2206,0.0063,34.6,Média - Feminino
33,25.2,0,0.3869,0.4069,0.9869,0.6042,0.1797,0.0066,36.7,Média - Feminino
61,24.87,0,0.331,0.3412,0.8792,0.6342,0.2131,0.0103,35.6,Média - Feminino
23,26.21,0,0.3701,0.3561,1.0261,0.6358,0.1659,0.0083,35.2,Média - Feminino
64,24.21,0,0.3218,0.3403,0.872,0.6265,0.1824,0.0088,37.0,Média - Feminino
24,27.16,0,0.3966,0.3862,0.9284,0.5806,0.1539,0.0091,34.6,Média - Feminino
64,27.38,0,0.3937,0.3843,0.9646,0.6125,0.1715,0.0058,37.5,Média - Feminino
26,26.34,0,0.3577,0.3543,0.8612,0.6074,0.2231,0.0167,36.5,Média - Feminino
62,25.63,0,0.3946,0.4278,0.888,0.605,0.1746,0.004,37.8,Média - Feminino
